"","1999","2000"
"1",-3.74814936134225,8.71517972728828
"2",-8.61821171235947,-16.9033657995085
"3",1.06376711325467,9.61927544762055
"4",-6.31045089469176,-12.0316220572976
"5",1.42659492758778,-2.61527496311972
"6",3.62328436347311,-7.77176169861029
"7",-4.34658137637081,2.64124778723505
"8",-3.78285178789197,9.68600250257931
"9",-3.19644200732581,9.53009882889309
"10",-7.87269213556786,11.9755208425649
"11",-7.87670787379722,-1.22845673774472
"12",13.8175897755391,5.81982964029302
"13",-5.07998902610719,3.43741485141388
"14",10.4772231042815,-10.3913355426678
"15",-12.5495195580062,4.91021044194931
"16",-16.6581413049279,6.41361123107332
"17",-1.4778426336741,-3.11194722670005
"18",3.72381245658691,-10.6991807495707
"19",10.3982899908745,-6.30173778888859
"20",-10.6387129591289,-3.55284801690481
"21",6.9448981589486,4.04465194652774
"22",-1.22349988951068,12.3801029730405
"23",14.3382405651735,8.59208011592361
"24",8.61341135919628,-2.26335038921034
"25",-11.9541919521836,9.55278355358692
"26",10.2302623730018,-16.5563138315638
"27",10.0932862724999,3.03342890451251
"28",15.227682836109,4.71353914096191
"29",0.276680608873357,-8.41852475887021
"30",-5.34502951352256,4.92557665786807
"31",3.42856656135546,6.5809546285377
"32",-6.78021775968361,-2.94555779605236
"33",3.53737910341374,-6.15381370824626
"34",-4.0953025693843,2.68338943738204
"35",7.36975030913925,2.7204038391837
"36",12.0094728036788,9.71981553250167
"37",17.2798035044289,13.6190899133904
"38",9.99596121487622,4.56216259241057
"39",12.0473662189015,-8.67995283763488
"40",2.70647410749017,11.5126215009041
"41",7.29465736303354,-1.15901562035264
"42",-1.82447647792246,0.548335660039238
"43",-3.26005550760527,1.03729133269824
"44",5.3071029291223,3.42341646548021
"45",16.3760863117507,-5.13283031589666
"46",-2.97183962089952,-2.50779019744446
"47",-13.2243664742329,4.6663662509344
"48",-6.94246486477287,9.51158028912031
"49",18.2656776037553,13.1392063305409
"50",1.38927323355419,5.34485839607145
"51",-1.24099765255958,11.2005985727216
"52",10.2326473461522,5.59021736589835
"53",3.57410915967893,0.757282595569228
"54",4.76719167835615,8.31596723548652
