"","2014","2013"
"1",19.9874769814549,9.9546664930481
"2",-17.6021527507742,9.23571273288926
"3",-1.58454010854435,8.44626080193871
"4",-12.6268738723294,1.50013109326385
"5",3.47617782038709,4.77555773990906
"6",7.22457491183964,3.95634495311332
"7",2.57648727404232,-6.76828641187085
"8",7.39819566903772,0.537626364750619
"9",11.1086331741246,-3.96435432738708
"10",-19.6833813208654,-20.4326575298231
"11",2.70879577270813,4.67596702127839
"12",-7.65081375571358,2.15725394122807
"13",1.07114370452782,7.21333059734724
"14",1.15716394164014,5.20143624973329
"15",-9.16297825068123,-1.97510577852203
"16",-17.5477203298233,-7.10260549101972
"17",6.12623057305669,3.93869662375197
"18",-5.64268090817737,9.81232703634196
"19",5.25985827964456,-2.09875725636626
"20",-8.88400454057544,-4.78090330558467
"21",-4.05947226984971,-4.64175999393733
"22",-2.0432965193216,13.7810163088197
"23",0.23505570507024,2.8172011484536
"24",-6.26621007029167,-6.8038132297636
"25",-4.631585736884,-1.75208843403872
"26",7.41322934925243,1.13326909855686
"27",9.99900880393738,7.76990136640878
"28",0.246328613012426,14.3942683214043
"29",2.19400773706517,14.5208570949964
"30",-2.35795968455286,-2.40291031588408
"31",-4.67297703875492,6.88122989431996
"32",7.53046601498063,2.998545090947
"33",9.47566017701669,-10.1132143553583
"34",-8.53617875787667,-7.50976970193925
"35",12.9397232945375,7.83593668271304
"36",-3.90103028157109,-3.2332011475827
"37",17.2407691775582,7.86736383942728
"38",7.35346151590743,3.04953854617525
"39",3.59817739078207,-2.45839505137837
"40",1.28641411470711,-4.48267475807624
"41",5.15742129483812,-7.40588388122808
"42",6.60823042821296,18.6342995660837
"43",-6.97041636938875,-5.26107779528553
"44",-9.7720234633671,-1.9167229855815
"45",-5.93691028333776,-0.254825320180551
"46",6.2063636142749,3.02817607223639
"47",-12.483236894026,4.25042009399064
"48",0.847971470047432,-0.0719729349141052
"49",8.73632725996083,-3.54621367514607
"50",-4.47074927424544,-3.9461808015456
"51",-0.168105413902853,6.3409164493291
"52",-6.99302083055633,10.3910800654421
"53",0.405108314681577,8.0781299273813
"54",10.9495059630261,1.5331955807472
"55",12.6166519488809,6.86504390350542
"56",5.06453975999018,-11.0178082126275
"57",2.32823885960397,-4.27718203295383
"58",-5.13080688408459,-7.21267150225568
"59",-6.17356251568285,-13.0740123539911
"60",2.79046187306971,12.9483442291845
"61",13.7571925161477,21.7642650159994
"62",-0.49163602626176,2.11324124836582
"63",-10.3358113631234,-2.38777987811335
"64",12.763193247099,-12.5231159309581
"65",2.67781281498019,14.796681832443
"66",1.71093569100338,-0.602454112518432
"67",10.5159096613454,8.05152368786309
"68",-3.12291185892483,-1.59472892700464
"69",-8.68386574699921,1.01191158097133
"70",10.6495965708879,-9.91373062395501
"71",14.9164904593279,3.32146008307944
"72",-3.95023740381066,-7.57796844804903
"73",-4.89615672444279,5.36089518009485
"74",-8.19376099777541,2.90748852115609
"75",-7.29246941311818,6.42907837737185
"76",-1.55208209344717,-6.16534797844856
"77",1.53304029184689,-12.0809771946523
"78",13.9579282855821,10.4356982007798
"79",-7.74980178665954,-2.26503500780113
"80",-5.82913919023043,-2.23284258917294
"81",2.55399936392171,9.99935202243303
"82",1.47208164235611,11.0719402608466
"83",13.6653896184156,14.7498345339209
"84",-13.1341428954599,-10.1915730476083
"85",17.8953178002853,14.0878162095163
"86",-2.81492308384779,10.5080914637973
"87",6.84455774514876,-2.03582878317959
"88",2.0790074041449,19.3485676070317
"89",6.26174630092304,7.41277296660348
"90",6.31195153999231,8.65254927795632
"91",-15.2732305274935,1.75054375101514
"92",4.01130051021438,7.90461724638779
"93",7.41121310564205,5.71829449362424
"94",19.0543506102817,8.43547969485464
"95",13.2840482016836,-0.754152429830902
"96",5.10856335948114,4.70406792229498
"97",8.72721224181805,8.1992978112478
"98",-3.09097559414378,-0.879520883797725
"99",-2.83180587409441,-13.9940972199193
"100",-2.42541068935006,6.01309796343373
"101",-2.46793978160625,-3.54217485182684
"102",-0.213406344352614,-2.64983629295592
"103",-5.96519798349111,-1.79073585459015
"104",15.3421493327732,1.77262934439434
"105",7.93156515325459,-6.13871548373507
"106",11.3327553982184,9.7469282137328
"107",16.7963695298403,0.989128914854679
"108",11.826030200186,11.7207090556675
"109",12.8628219708383,-4.32945402096945
"110",2.66540285248799,21.2422490085487
"111",3.04136709008314,9.63874401637517
"112",8.60853002205558,-3.16560515378528
"113",2.42605810555833,8.25433633451824
"114",16.714037133604,-7.05906911535927
"115",11.7108901741406,6.7054180838194
"116",18.3963581597692,6.64685255804131
"117",22.4833587513773,4.67589520077425
"118",18.4351186327726,13.8498288389233
"119",-1.75886421574386,-3.51843056715272
"120",12.9049746043628,5.96733924017476
"121",2.56089877120393,2.54240388221716
"122",18.6545525752893,13.7895809660364
"123",24.9333614125554,2.94830064629798
"124",5.73558452211296,-7.4031325744492
"125",7.00149426591898,18.9610869376056
"126",1.61864239467378,2.78235955526393
"127",1.40880696286467,4.32419062838285
"128",-11.2219721379676,19.7791548514627
"129",13.9906269234884,10.9961138217129
"130",0.00236941389401402,6.64814946671295
"131",7.10988640714091,5.05307274616195
"132",1.49015308456174,12.7417913837924
"133",16.7885121919178,5.53142616803797
"134",17.9332473206554,17.9294773006443
"135",18.618266878321,7.20097994332881
"136",0.927040777615336,3.88316155787283
"137",9.44887750923109,6.11472631108541
"138",2.57855187227318,20.9784285029126
"139",9.60902186839887,2.67157489472059
"140",-2.28361206095566,-8.80534427696872
"141",15.7089290870588,21.6515248190845
"142",5.64749414897287,-3.87775474325491
"143",9.8803945958061,3.55926578024207
"144",4.68416719875626,2.01782444784939
"145",18.4793000130355,11.3205599204226
"146",12.3398382024302,5.72100273901482
"147",-0.179360656844437,-14.4152796854095
"148",0.713174654279301,5.40680745898552
"149",4.62023339070936,6.94097795994561
"150",13.9149930151635,13.9576692910265
"151",8.50376324883371,14.913507591702
"152",22.8100530049596,3.7615819572824
"153",11.2126310015169,-0.26537509093147
"154",1.29717106640635,20.9535354252116
"155",19.6808438190709,5.60750680393883
"156",3.10951676566987,6.75985697482993
"157",6.99326373926045,0.428163139047173
"158",11.2728980111857,5.79705080502831
"159",0.225144084775773,12.0473734416771
"160",11.3644512569787,2.61559806207109
"161",-3.02256625909029,0.63227701477081
"162",6.15428850390762,0.573092876204293
"163",10.9110692641239,2.25811344388567
"164",-16.9034721591357,14.0667874838119
"165",13.0895651358971,-2.65959672945972
"166",1.37032685218455,-6.95105110788818
"167",-4.72308836344629,6.89408565010876
"168",-2.36801302809827,-7.18504034389988
"169",24.9509213174318,14.1588013846828
"170",8.06392401076312,11.8966427482705
"171",15.5696163261179,10.3062925465589
"172",2.28405372744234,-8.39317683837626
"173",6.6543465554361,-0.036980186622487
"174",10.0585808293457,8.1338475728127
"175",16.7922124916573,-1.70312799819489
"176",6.46782945365324,-0.478563621885336
"177",3.49909305287848,18.9478692282165
"178",13.3931846603632,-2.90078920442526
"179",9.20627270353391,11.0304487199308
"180",3.85787678322228,11.6175095928012
"181",5.72898166273441,16.1066040567467
"182",17.7775699939772,14.5482482705399
"183",10.8117477521119,5.68490210120094
"184",-3.03831333479715,7.77084500336126
"185",5.57257557027157,16.6457821751575
"186",15.6422348705851,7.42213031404671
"187",13.1886910406906,-9.78819214527731
"188",8.87420131343686,-1.4792121913424
"189",14.4205955605715,3.44090558361372
"190",-1.10208678445782,9.98535606065307
"191",10.4325500436529,11.4673675989343
"192",0.643092674991984,11.5954782708647
"193",11.8302829872888,6.96380306876636
"194",13.8271263374028,-6.04774967219807
"195",6.74902963817329,7.71685655731914
"196",2.26172599235605,6.31616234717766
"197",11.3686289287057,5.8707794044915
"198",6.05068710896641,2.33686280489947
"199",8.13884384646953,14.0435953698201
